,days_since_last_order,median_order_type,days_since_last_contact,monthly_mean_order_vol,yearly_mean_cust_rev,status
687,6,finished_goods,4,886,924,active
3328,9,raw_ingredients,4,730,577,active
8860,14,finished_goods,1,1020,757,active
10484,10,raw_ingredients,7,1048,515,cancelled
4785,8,raw_ingredients,6,513,696,active
4514,3,raw_ingredients,2,663,524,active
7184,11,finished_goods,4,1115,1023,active
4401,11,raw_ingredients,1,699,918,active
6438,9,finished_goods,3,836,794,active
8873,1,raw_ingredients,9,1337,581,active
3007,7,finished_goods,2,1005,1312,active
4605,12,raw_ingredients,5,1099,1405,active
5009,12,raw_ingredients,10,1368,1353,active
9444,2,raw_ingredients,1,1140,1062,active
5425,9,finished_goods,1,580,722,active
8627,7,finished_goods,10,1045,1208,active
6702,4,raw_ingredients,11,740,1379,active
8746,3,raw_ingredients,2,1490,1406,active
3489,9,finished_goods,8,1454,862,active
6150,11,raw_ingredients,11,850,602,active
11234,34,raw_ingredients,35,658,1380,paused
10343,8,finished_goods,18,733,784,cancelled
4140,7,raw_ingredients,7,1490,778,active
133,7,finished_goods,4,1051,1328,active
5168,5,finished_goods,2,1077,1211,active
69,2,raw_ingredients,11,1150,1081,active
1837,12,raw_ingredients,1,927,1137,active
6375,12,raw_ingredients,8,834,1333,active
4031,6,raw_ingredients,8,1286,1202,active
7869,4,raw_ingredients,7,633,982,active
10550,18,finished_goods,12,1080,1278,cancelled
4813,13,raw_ingredients,13,872,1208,active
6493,2,raw_ingredients,4,658,862,active
1666,10,raw_ingredients,8,1192,589,active
5210,10,raw_ingredients,1,1162,941,active
965,3,raw_ingredients,12,735,1331,active
7944,11,raw_ingredients,1,532,849,active
3729,3,raw_ingredients,5,1482,836,active
10142,13,finished_goods,9,1346,1030,cancelled
139,12,raw_ingredients,8,720,675,active
1338,1,raw_ingredients,6,653,1467,active
6458,5,raw_ingredients,3,866,1141,active
5873,2,finished_goods,2,720,667,active
4506,9,raw_ingredients,11,685,781,active
4107,6,raw_ingredients,7,1095,673,active
6051,9,raw_ingredients,4,549,500,active
7715,1,raw_ingredients,2,1247,597,active
10235,16,raw_ingredients,14,1336,1321,cancelled
4319,12,raw_ingredients,10,558,1037,active
2781,5,raw_ingredients,3,598,1181,active
155,10,finished_goods,3,1074,866,active
7114,13,raw_ingredients,9,1436,1157,active
10358,7,finished_goods,10,1003,708,cancelled
191,7,raw_ingredients,14,716,943,active
661,3,raw_ingredients,1,1158,1330,active
8358,1,raw_ingredients,8,555,890,active
8012,7,finished_goods,4,1482,551,active
8991,3,raw_ingredients,7,644,918,active
6290,2,raw_ingredients,12,619,963,active
4429,14,raw_ingredients,13,1043,696,active
11481,16,raw_ingredients,14,560,883,paused
4968,13,raw_ingredients,11,885,1366,active
6399,4,raw_ingredients,11,1374,1117,active
10966,18,finished_goods,12,1112,1069,cancelled
9360,3,raw_ingredients,1,635,624,active
794,9,finished_goods,4,1216,564,active
9322,6,raw_ingredients,2,563,595,active
6416,2,finished_goods,9,805,559,active
4164,5,finished_goods,13,519,859,active
6474,8,raw_ingredients,3,606,1086,active
8332,5,raw_ingredients,7,1229,955,active
8949,13,finished_goods,12,772,1085,active
8473,4,raw_ingredients,1,966,511,active
8321,12,raw_ingredients,10,1197,1049,active
497,13,finished_goods,10,1013,1387,active
3784,12,finished_goods,5,1366,1426,active
4809,3,raw_ingredients,4,871,1110,active
11474,35,raw_ingredients,34,1038,1310,paused
4651,12,finished_goods,9,1120,1132,active
7999,1,raw_ingredients,10,1232,690,active
98,14,raw_ingredients,12,569,599,active
11202,23,raw_ingredients,36,1000,879,paused
9223,11,raw_ingredients,8,595,879,active
5374,11,raw_ingredients,5,585,768,active
11359,29,raw_ingredients,11,875,654,paused
11671,18,raw_ingredients,38,695,1096,paused
7486,6,finished_goods,6,566,931,active
9757,13,finished_goods,10,506,1052,active
6838,12,raw_ingredients,7,1177,1182,active
8310,1,raw_ingredients,11,795,925,active
7395,8,raw_ingredients,1,888,747,active
3463,5,raw_ingredients,2,737,994,active
6591,11,raw_ingredients,4,511,1242,active
9840,12,raw_ingredients,10,668,1362,active
10559,8,finished_goods,9,533,1372,cancelled
10655,17,finished_goods,16,726,675,cancelled
9479,7,finished_goods,11,618,1347,active
2399,4,raw_ingredients,2,1252,895,active
1684,11,raw_ingredients,4,805,919,active
8556,5,raw_ingredients,2,604,868,active
1349,9,raw_ingredients,12,705,834,active
4301,7,raw_ingredients,9,1287,1280,active
7713,6,raw_ingredients,5,601,1232,active
11026,21,raw_ingredients,31,1210,634,paused
9020,5,raw_ingredients,12,1154,1162,active
9441,9,raw_ingredients,5,1349,1451,active
834,8,finished_goods,3,520,502,active
9276,1,raw_ingredients,4,571,868,active
10639,10,raw_ingredients,13,1303,798,cancelled
6349,4,raw_ingredients,9,1485,1179,active
824,14,finished_goods,8,798,975,active
8802,10,raw_ingredients,4,606,1201,active
8871,14,raw_ingredients,8,1472,1340,active
9243,3,raw_ingredients,3,843,1327,active
8587,6,raw_ingredients,7,1111,923,active
451,3,finished_goods,9,1380,884,active
5893,9,finished_goods,1,530,851,active
9866,10,raw_ingredients,12,1278,529,active
11550,27,raw_ingredients,28,1432,1240,paused
1176,1,raw_ingredients,2,866,1264,active
8559,10,raw_ingredients,4,781,1213,active
11654,20,raw_ingredients,23,1412,348,paused
11949,21,raw_ingredients,39,1111,662,paused
5307,11,finished_goods,11,1345,591,active
11494,12,raw_ingredients,14,848,1351,paused
11377,31,raw_ingredients,38,877,1111,paused
326,13,finished_goods,2,520,1448,active
4068,8,finished_goods,14,768,1360,active
2414,12,raw_ingredients,2,1094,1395,active
6158,4,raw_ingredients,9,655,944,active
6357,8,raw_ingredients,12,1349,1210,active
2586,7,raw_ingredients,9,1316,1398,active
11299,28,finished_goods,24,972,1059,paused
3660,12,raw_ingredients,5,593,867,active
11567,12,raw_ingredients,28,830,403,paused
3075,7,raw_ingredients,14,552,1410,active
1469,3,raw_ingredients,1,1277,758,active
5480,3,raw_ingredients,13,512,1333,active
3052,6,raw_ingredients,6,839,1317,active
7776,10,finished_goods,3,855,970,active
11464,32,raw_ingredients,14,1014,1355,paused
6565,9,raw_ingredients,11,1290,1160,active
3014,3,finished_goods,8,895,1269,active
6189,1,raw_ingredients,8,797,662,active
3706,12,raw_ingredients,3,1300,1200,active
3997,6,raw_ingredients,4,1318,620,active
167,4,raw_ingredients,5,837,822,active
223,7,raw_ingredients,5,1475,539,active
5290,6,raw_ingredients,12,1138,1352,active
3735,8,raw_ingredients,8,521,1343,active
11769,12,raw_ingredients,11,658,738,paused
1936,10,raw_ingredients,7,839,1274,active
784,3,raw_ingredients,6,1266,658,active
7974,2,finished_goods,4,1149,559,active
2323,4,finished_goods,11,1433,658,active
4556,10,raw_ingredients,7,724,1396,active
621,3,finished_goods,14,1493,572,active
8121,10,finished_goods,7,1166,1321,active
3069,5,raw_ingredients,8,1331,1142,active
6198,5,finished_goods,12,556,1147,active
6251,2,finished_goods,6,1285,801,active
11055,35,raw_ingredients,12,1242,1198,paused
1993,2,raw_ingredients,1,1335,884,active
4431,10,raw_ingredients,8,541,841,active
7587,10,finished_goods,6,930,652,active
9003,1,raw_ingredients,14,877,653,active
7846,12,raw_ingredients,12,1388,591,active
8274,1,finished_goods,9,1237,577,active
7475,4,finished_goods,5,561,552,active
6590,11,raw_ingredients,5,1354,1337,active
3301,9,raw_ingredients,3,608,1351,active
6736,4,finished_goods,4,691,1278,active
10385,16,finished_goods,19,569,534,cancelled
9126,9,finished_goods,14,1373,708,active
3928,5,raw_ingredients,8,1023,1159,active
8530,4,finished_goods,11,1073,668,active
1653,6,raw_ingredients,13,618,565,active
1847,10,raw_ingredients,3,1377,621,active
10214,10,finished_goods,8,936,752,cancelled
6008,10,finished_goods,10,1313,750,active
5096,14,raw_ingredients,2,1414,1033,active
6950,2,finished_goods,7,1375,1293,active
11387,20,finished_goods,11,1092,323,paused
4665,14,finished_goods,3,848,906,active
8862,5,raw_ingredients,9,748,1435,active
9071,13,finished_goods,13,984,529,active
11172,35,finished_goods,20,814,1145,paused
2373,1,finished_goods,4,975,930,active
8074,6,raw_ingredients,10,558,596,active
9490,13,raw_ingredients,7,999,1231,active
9552,5,finished_goods,8,721,599,active
2868,4,raw_ingredients,4,776,760,active
2822,8,raw_ingredients,2,1195,867,active
3200,14,raw_ingredients,3,510,789,active
7361,7,finished_goods,4,665,919,active
11499,37,raw_ingredients,7,648,1071,paused
1602,9,raw_ingredients,11,911,868,active
9318,7,raw_ingredients,2,750,504,active
11698,20,raw_ingredients,15,1373,867,paused
8697,9,raw_ingredients,7,557,783,active
9702,10,finished_goods,3,1373,1365,active
10153,16,raw_ingredients,9,1368,823,cancelled
7123,9,raw_ingredients,13,1409,1312,active
11569,11,raw_ingredients,30,1194,690,paused
10670,13,finished_goods,7,1004,429,cancelled
4330,2,raw_ingredients,12,1335,765,active
8304,13,raw_ingredients,12,1379,1287,active
5266,12,finished_goods,2,1008,590,active
991,7,raw_ingredients,8,1440,851,active
11541,17,raw_ingredients,15,952,1176,paused
11903,11,finished_goods,21,468,393,paused
8919,3,raw_ingredients,2,923,525,active
7308,12,finished_goods,6,1459,1213,active
3363,7,raw_ingredients,9,756,718,active
3609,7,finished_goods,4,1248,866,active
380,4,raw_ingredients,3,1224,876,active
7415,10,raw_ingredients,9,1063,529,active
5392,6,raw_ingredients,3,1174,1451,active
8503,12,raw_ingredients,12,624,1270,active
2558,5,raw_ingredients,3,878,1056,active
8466,9,raw_ingredients,11,1408,712,active
8061,12,raw_ingredients,1,1051,1191,active
2644,14,raw_ingredients,9,1250,1016,active
828,5,finished_goods,8,1197,1307,active
10428,12,finished_goods,15,532,912,cancelled
4333,5,raw_ingredients,1,1282,1281,active
2137,9,finished_goods,6,548,1276,active
397,2,raw_ingredients,5,915,1040,active
9683,1,raw_ingredients,9,1281,885,active
8566,3,raw_ingredients,14,884,1139,active
10442,11,finished_goods,14,586,616,cancelled
6650,2,raw_ingredients,8,695,1126,active
4183,8,raw_ingredients,6,1222,558,active
4384,5,finished_goods,5,710,1444,active
9979,12,raw_ingredients,1,822,895,active
3207,6,raw_ingredients,12,1472,831,active
6260,7,raw_ingredients,8,1377,772,active
2253,14,raw_ingredients,11,1081,801,active
5375,12,raw_ingredients,2,1238,1023,active
5931,14,raw_ingredients,3,1167,1312,active
11744,27,raw_ingredients,9,766,1038,paused
6202,2,finished_goods,12,700,965,active
6874,8,finished_goods,8,969,638,active
8246,7,raw_ingredients,9,1189,657,active
5171,2,finished_goods,9,1353,688,active
7008,7,raw_ingredients,2,1059,557,active
8289,2,raw_ingredients,8,632,805,active
4667,3,finished_goods,14,1445,1263,active
2423,3,raw_ingredients,7,1206,1481,active
11970,13,raw_ingredients,19,1304,552,paused
85,12,raw_ingredients,6,640,1465,active
5446,12,finished_goods,14,1245,888,active
502,4,raw_ingredients,7,1266,821,active
8090,14,raw_ingredients,5,667,1431,active
8204,6,raw_ingredients,4,770,816,active
1988,12,raw_ingredients,10,1215,830,active
1850,4,finished_goods,13,1372,663,active
473,13,raw_ingredients,7,1390,514,active
6315,10,raw_ingredients,10,623,1383,active
942,11,finished_goods,6,730,1308,active
307,7,raw_ingredients,11,743,515,active
8890,14,raw_ingredients,7,1230,951,active
5737,5,raw_ingredients,5,570,1064,active
3622,11,finished_goods,4,1263,997,active
3820,5,finished_goods,11,1135,1227,active
9045,2,raw_ingredients,14,1115,509,active
4254,8,raw_ingredients,1,833,911,active
9036,5,raw_ingredients,9,876,1215,active
11245,34,raw_ingredients,15,487,611,paused
1774,7,finished_goods,4,724,1390,active
8966,1,raw_ingredients,14,1323,1172,active
5780,10,finished_goods,14,610,1086,active
7785,1,finished_goods,12,1068,1162,active
10448,13,raw_ingredients,16,1087,869,cancelled
8701,14,raw_ingredients,6,695,1383,active
3240,1,raw_ingredients,13,599,611,active
8639,10,finished_goods,12,939,589,active
5763,11,raw_ingredients,3,1158,831,active
983,2,raw_ingredients,7,928,708,active
10803,7,raw_ingredients,14,878,1007,cancelled
4264,3,raw_ingredients,6,994,807,active
11504,27,raw_ingredients,11,1115,974,paused
2493,6,raw_ingredients,10,1254,1236,active
7148,7,raw_ingredients,10,620,500,active
8681,5,raw_ingredients,7,1145,1112,active
5046,11,raw_ingredients,6,1214,1266,active
5532,1,raw_ingredients,11,1337,1066,active
6613,1,raw_ingredients,2,553,1127,active
5855,14,finished_goods,1,1433,1237,active
9043,11,finished_goods,5,1132,874,active
3804,9,raw_ingredients,1,542,589,active
1019,1,raw_ingredients,6,963,707,active
7435,1,raw_ingredients,6,659,1344,active
5674,12,raw_ingredients,5,689,1034,active
6107,8,finished_goods,5,1371,1036,active
2852,2,raw_ingredients,13,1403,712,active
11187,35,finished_goods,13,1241,827,paused
1570,4,finished_goods,11,1255,798,active
8192,14,raw_ingredients,1,989,629,active
8136,3,finished_goods,1,1435,1450,active
3759,10,raw_ingredients,5,1175,1155,active
8622,11,raw_ingredients,13,908,983,active
8504,1,raw_ingredients,13,699,1499,active
3113,5,raw_ingredients,11,1058,612,active
2401,9,raw_ingredients,2,1074,1410,active
10199,18,finished_goods,17,1131,437,cancelled
1597,2,finished_goods,13,870,1361,active
11607,33,finished_goods,39,610,529,paused
10370,18,finished_goods,9,1364,968,cancelled
6568,1,raw_ingredients,1,1280,653,active
1828,5,raw_ingredients,1,865,1418,active
2920,10,raw_ingredients,7,1368,1471,active
1867,14,raw_ingredients,7,760,1234,active
11176,18,raw_ingredients,15,1320,448,paused
5505,11,raw_ingredients,6,1024,1102,active
2648,7,raw_ingredients,10,852,1351,active
2961,1,raw_ingredients,2,1064,1250,active
3364,13,raw_ingredients,14,1448,1363,active
11749,28,raw_ingredients,35,568,702,paused
9277,2,finished_goods,9,757,696,active
3631,12,raw_ingredients,8,1012,637,active
3222,13,finished_goods,11,1086,606,active
483,3,finished_goods,5,503,947,active
9762,6,finished_goods,11,1172,966,active
9645,10,finished_goods,3,820,1486,active
2269,2,raw_ingredients,11,881,926,active
8957,11,raw_ingredients,13,935,671,active
7134,14,raw_ingredients,9,802,583,active
5148,14,raw_ingredients,12,777,1373,active
1531,3,raw_ingredients,11,1172,869,active
10127,10,finished_goods,8,1143,1257,cancelled
7256,1,finished_goods,8,594,1464,active
1492,8,raw_ingredients,2,915,647,active
5270,10,raw_ingredients,2,1342,570,active
4476,13,raw_ingredients,1,1083,1439,active
8920,10,finished_goods,2,523,1168,active
11951,17,raw_ingredients,12,1301,997,paused
8895,14,finished_goods,12,525,846,active
107,9,raw_ingredients,6,790,1299,active
4969,14,raw_ingredients,3,1152,764,active
10133,16,raw_ingredients,9,874,1382,cancelled
4169,12,finished_goods,6,960,527,active
631,1,raw_ingredients,10,819,580,active
8519,12,raw_ingredients,4,1228,1072,active
4778,3,raw_ingredients,12,1225,1461,active
7535,4,raw_ingredients,12,532,1486,active
7995,5,raw_ingredients,12,664,1475,active
2596,5,finished_goods,4,1127,951,active
8007,8,raw_ingredients,14,1034,931,active
565,2,raw_ingredients,8,501,1482,active
11893,10,raw_ingredients,20,1324,579,paused
8848,5,raw_ingredients,14,1056,962,active
1991,2,raw_ingredients,9,1280,582,active
11286,19,finished_goods,23,1318,379,paused
2509,7,finished_goods,5,729,1188,active
1240,2,raw_ingredients,1,1269,843,active
6336,3,raw_ingredients,13,741,527,active
1540,14,raw_ingredients,2,911,1338,active
11516,18,raw_ingredients,31,1284,706,paused
11256,20,finished_goods,8,939,785,paused
9790,4,raw_ingredients,9,1201,1081,active
331,3,finished_goods,7,1098,1322,active
1638,4,raw_ingredients,12,783,1177,active
2956,4,raw_ingredients,3,1101,848,active
7708,1,raw_ingredients,7,1268,562,active
4014,12,raw_ingredients,11,613,833,active
7961,13,raw_ingredients,1,840,600,active
6742,9,raw_ingredients,9,721,969,active
8164,13,finished_goods,9,1076,1195,active
580,10,raw_ingredients,1,503,772,active
1030,4,raw_ingredients,1,583,557,active
10438,8,finished_goods,17,707,514,cancelled
7351,6,raw_ingredients,10,875,1421,active
171,5,raw_ingredients,1,1482,868,active
6978,9,raw_ingredients,8,1111,803,active
7960,10,raw_ingredients,14,808,927,active
5295,1,raw_ingredients,4,1484,1498,active
786,2,finished_goods,11,1334,1320,active
11889,34,raw_ingredients,17,1099,792,paused
11880,19,finished_goods,9,847,1146,paused
4543,13,finished_goods,5,963,1190,active
2191,14,raw_ingredients,11,1151,950,active
4485,8,finished_goods,7,1446,1082,active
6959,1,raw_ingredients,7,725,569,active
3340,9,raw_ingredients,3,700,1131,active
7978,2,raw_ingredients,5,656,952,active
5564,8,raw_ingredients,14,537,990,active
9833,8,raw_ingredients,8,1024,930,active
7020,1,raw_ingredients,3,1181,707,active
5971,1,raw_ingredients,1,1454,825,active
9073,12,finished_goods,2,1309,521,active
11363,31,raw_ingredients,28,1049,702,paused
6091,1,raw_ingredients,9,938,909,active
1029,8,raw_ingredients,12,696,792,active
6801,7,raw_ingredients,9,689,903,active
6560,13,finished_goods,4,586,1455,active
3077,14,raw_ingredients,7,1002,1295,active
11849,16,finished_goods,28,1407,372,paused
5166,4,raw_ingredients,2,794,1208,active
7356,8,raw_ingredients,2,685,1145,active
0,4,finished_goods,1,657,1398,active
2544,8,finished_goods,14,1475,912,active
3287,5,finished_goods,9,588,1179,active
4758,13,raw_ingredients,12,1030,778,active
1748,3,raw_ingredients,7,1050,1168,active
8463,14,raw_ingredients,2,804,893,active
3904,2,raw_ingredients,3,1288,1203,active
6362,1,finished_goods,8,1300,1068,active
3476,8,finished_goods,1,686,758,active
10092,9,finished_goods,11,458,1366,cancelled
9416,6,finished_goods,10,1139,893,active
7459,4,finished_goods,13,996,638,active
3461,5,raw_ingredients,12,1212,848,active
11266,30,finished_goods,8,1039,831,paused
4110,4,raw_ingredients,5,673,1106,active
892,9,raw_ingredients,5,1043,1017,active
11600,17,finished_goods,31,996,1099,paused
5639,7,raw_ingredients,2,1484,1122,active
8303,14,raw_ingredients,12,1238,819,active
8441,5,raw_ingredients,7,1267,767,active
6823,1,raw_ingredients,7,1349,1474,active
11580,10,raw_ingredients,22,560,1034,paused
10219,9,finished_goods,18,1160,803,cancelled
11825,24,raw_ingredients,23,603,834,paused
5937,7,finished_goods,2,1414,658,active
8516,6,raw_ingredients,5,956,672,active
11518,29,raw_ingredients,27,573,1012,paused
1310,5,finished_goods,6,749,1329,active
9203,6,finished_goods,4,968,1442,active
11200,15,raw_ingredients,7,517,527,paused
8024,1,raw_ingredients,5,641,1388,active
3383,4,raw_ingredients,5,1287,1069,active
